J451425	227575999962	864341	1861	0	0		864341	0	11	ACCEPT	1	0	1861	C1
J451426	227576001446	864344	107	0	29		864344	3	11	ACCEPT	30	0	3210	C30
J451427	227576001865	864346	142	0	0		864346	5	11	ACCEPT	1	0	142	C1
J451428	227576003434	864355	70	0	0		864355	14	11	ACCEPT	1	0	70	C1
J451429	227575995730	864359	3542	0	210		864359	18	11	ACCEPT	211	0	747362	C5000
J451430	227575995605	864359	3536	0	5		864359	18	11	ACCEPT	6	0	21216	C30
J451431	227576014740	864362	21	0	0		864362	21	11	SMALL	1	0	21	C1
J451432	227575995607	864362	193	0	0		864362	21	11	ACCEPT	1	0	193	C1
J451433	227576014666	864366	63	0	1		864366	25	11	ACCEPT	2	0	126	C30
J451434	227576019575	864386	57	0	2		864386	45	11	SMALL	3	0	171	C30
J451435	227576022412	864392	108	0	45		864392	51	11	ACCEPT	46	0	4968	C120
J451436	227576015775	864393	1957	0	0		864393	52	11	ACCEPT	1	0	1957	C1
J451437	227576022488	864424	128	0	1		864424	83	11	ACCEPT	2	0	256	C30
J451438	227575994366	864424	20	0	0		864424	83	11	SMALL	1	0	20	C1
J451439	227576015847	864425	32	0	0		864425	84	11	SMALL	1	0	32	C1
J451440	227576052359	864427	22	0	0		864427	86	11	SMALL	1	0	22	C1
J451441	227576052476	864427	301	0	232		864427	86	11	ACCEPT	233	0	70133	C5000
J451442	227576054942	864440	37	0	1		864440	99	11	SMALL	2	0	74	C30
J451443	227576054940	864440	35	0	0		864440	99	11	SMALL	1	0	35	C1
J451444	227576054945	864441	26	0	4		864441	100	11	SMALL	5	0	130	C30
J451445	227576039438	864443	3744	0	0		864443	102	11	ACCEPT	1	0	3744	C1
J451446	227576039435	864444	3742	0	0		864444	103	11	ACCEPT	1	0	3742	C1
J451447	227577064260	864450	50	0	1		864450	109	11	SMALL	2	0	100	C30
J451448	227577070326	864470	7	0	0		864470	129	11	SMALL	1	0	7	C1
J451449	227577076188	864474	20	0	0		864474	133	11	SMALL	1	0	20	C1
J451450	227577076258	864479	658	0	0		864479	138	11	ACCEPT	1	0	658	C1
J451451	227577076740	864479	191	0	0		864479	138	11	ACCEPT	1	0	191	C1
J451452	227576057779	864480	3174	0	191		864480	139	11	ACCEPT	192	0	609408	C5000
J451453	227577076318	864480	178	0	0		864480	139	11	ACCEPT	1	0	178	C1
J451454	227577076305	864480	190	0	0		864480	139	11	ACCEPT	1	0	190	C1
J451455	227577076754	864481	222	0	0		864481	140	11	ACCEPT	1	0	222	C1
J451456	227577070331	864485	610	0	2		864485	144	11	ACCEPT	3	0	1830	C30
J451457	227576052696	864486	497	0	2		864486	145	11	ACCEPT	3	0	1491	C30
J451458	227577076056	864486	888	0	0		864486	145	11	ACCEPT	1	0	888	C1
J451459	227577076942	864486	238	0	0		864486	145	11	ACCEPT	1	0	238	C1
J451460	227577092950	864496	310	0	0		864496	155	11	ACCEPT	1	0	310	C1
J451461	227577097577	864505	179915	0	499		864505	164	11	LARGE	500	0	89957500	C5000
J451462	227577114960	864535	7	0	0		864535	194	11	SMALL	1	0	7	C1
J451463	227577120758	864540	10791	0	49		864540	199	11	ACCEPT	50	0	539550	C120
J451464	227577124197	864543	9	0	0		864543	202	11	SMALL	1	0	9	C1
J451465	227577113219	864545	178	0	29		864545	204	11	ACCEPT	30	0	5340	C30
J451466	227577113183	864546	825	0	28		864546	205	11	ACCEPT	29	0	23925	C30
J451467	227577101526	864546	395	0	2		864546	205	11	ACCEPT	3	0	1185	C30
J451468	227577128611	864549	113	0	74		864549	208	11	ACCEPT	75	0	8475	C120
J451469	227577120756	864550	10781	0	261		864550	209	11	ACCEPT	262	0	2824622	C5000
J451470	227577147591	864560	97	0	92		864560	219	11	ACCEPT	93	0	9021	C120
J451471	227577147622	864562	90	0	30		864562	221	11	ACCEPT	31	0	2790	C120
J451472	227577147814	864565	129	0	50		864565	224	11	ACCEPT	51	0	6579	C120
J451473	227577147617	864568	9	0	0		864568	227	11	SMALL	1	0	9	C1
J451474	227577147635	864568	7	0	0		864568	227	11	SMALL	1	0	7	C1
J451475	227577154147	864581	554	0	164		864581	240	11	ACCEPT	165	0	91410	C5000
J451476	227577144586	864601	10755	0	99		864601	260	11	ACCEPT	100	0	1075500	C120
J451477	227577157889	864602	24	0	0		864602	261	11	SMALL	1	0	24	C1
J451478	227577157902	864602	24	0	0		864602	261	11	SMALL	1	0	24	C1
J451479	227577156640	864606	365	0	899		864606	265	11	ACCEPT	900	0	328500	C5000
J451480	227577154515	864607	156	0	0		864607	266	11	ACCEPT	1	0	156	C1
J451481	227577167286	864609	55	0	1		864609	268	11	SMALL	2	0	110	C30
J451482	227577167369	864613	39	0	0		864613	272	11	SMALL	1	0	39	C1
J451483	227577169094	864614	3	0	1		864614	273	11	SMALL	2	0	6	C30
J451484	227577185383	864621	109	0	0		864621	280	11	ACCEPT	1	0	109	C1
J451485	227577190336	864621	104	0	16		864621	280	11	ACCEPT	17	0	1768	C30
J451486	227577185400	864622	90	0	0		864622	281	11	ACCEPT	1	0	90	C1
J451487	227577192204	864624	37	0	0		864624	283	11	SMALL	1	0	37	C1
J451488	227577157915	864626	19	0	0		864626	285	11	SMALL	1	0	19	C1
J451489	227577193300	864638	6	0	1		864638	297	11	SMALL	2	0	12	C30
J451490	227577192324	864642	4	0	0		864642	301	11	SMALL	1	0	4	C1
J451491	227577193959	864645	113	0	29		864645	304	11	ACCEPT	30	0	3390	C30
J451492	227577193927	864646	123	0	0		864646	305	11	ACCEPT	1	0	123	C1
J451493	227577197219	864654	246	0	0		864654	313	11	ACCEPT	1	0	246	C1
J451494	227577197254	864655	42	0	0		864655	314	11	SMALL	1	0	42	C1
J451495	227577197235	864657	173	0	0		864657	316	11	ACCEPT	1	0	173	C1
J451496	227577170073	864661	3654	0	30		864661	320	11	ACCEPT	31	0	113274	C120
J451497	227577198372	864666	186	0	0		864666	325	11	ACCEPT	1	0	186	C1
J451498	227577197509	864666	147	0	0		864666	325	11	ACCEPT	1	0	147	C1
J451499	227577197511	864666	157	0	0		864666	325	11	ACCEPT	1	0	157	C1
J451500	227577198513	864668	18	0	0		864668	327	11	SMALL	1	0	18	C1
J451501	227577198520	864668	20	0	0		864668	327	11	SMALL	1	0	20	C1
J451502	227577198522	864668	18	0	0		864668	327	11	SMALL	1	0	18	C1
J451503	227577198524	864668	20	0	0		864668	327	11	SMALL	1	0	20	C1
J451504	227577198528	864668	19	0	0		864668	327	11	SMALL	1	0	19	C1
J451505	227577198685	864668	18	0	0		864668	327	11	SMALL	1	0	18	C1
J451506	227577193305	864668	87	0	4		864668	327	11	ACCEPT	5	0	435	C30
J451507	227577198715	864669	5	0	0		864669	328	11	SMALL	1	0	5	C1
J451508	227577197330	864669	8	0	0		864669	328	11	SMALL	1	0	8	C1
J451509	227577198526	864670	21	0	0		864670	329	11	SMALL	1	0	21	C1
J451510	227577198678	864670	21	0	0		864670	329	11	SMALL	1	0	21	C1
J451511	227577197232	864672	39	0	0		864672	331	11	SMALL	1	0	39	C1
J451512	227577199596	864672	24	0	0		864672	331	11	SMALL	1	0	24	C1
J451513	227577198706	864674	23	0	0		864674	333	11	SMALL	1	0	23	C1
J451514	227577199598	864674	22	0	0		864674	333	11	SMALL	1	0	22	C1
J451515	227577204484	864674	19	0	0		864674	333	11	SMALL	1	0	19	C1
