J1148860	239619063557	2333209	165	0	175		2333209	0	28	ACCEPT	176	0	29040	C5000
J1148861	239619063586	2333214	213	0	0		2333214	5	28	ACCEPT	1	0	213	C1
J1148862	239619063591	2333216	279	0	200		2333216	7	28	ACCEPT	201	0	56079	C5000
J1148863	239619076007	2333229	521	0	0		2333229	20	28	ACCEPT	1	0	521	C1
J1148864	239619080648	2333239	12	0	0		2333239	30	28	SMALL	1	0	12	C1
J1148865	239619060790	2333257	2645	0	199		2333257	48	28	ACCEPT	200	0	529000	C5000
J1148866	239619060788	2333257	2651	0	0		2333257	48	28	ACCEPT	1	0	2651	C1
J1148867	239619060999	2333257	2658	0	0		2333257	48	28	ACCEPT	1	0	2658	C1
J1148868	239619077462	2333257	87	0	4		2333257	48	28	ACCEPT	5	0	435	C30
J1148869	239619104784	2333259	98	0	18		2333259	50	28	ACCEPT	19	0	1862	C30
J1148870	239619105017	2333261	612	0	251		2333261	52	28	ACCEPT	252	0	154224	C5000
J1148871	239619104714	2333263	38	0	0		2333263	54	28	SMALL	1	0	38	C1
J1148872	239619104716	2333263	37	0	1		2333263	54	28	SMALL	2	0	74	C30
J1148873	239619104724	2333263	35	0	4		2333263	54	28	SMALL	5	0	175	C30
J1148874	239619110666	2333279	13	0	0		2333279	70	28	SMALL	1	0	13	C1
J1148875	239619113721	2333281	105	0	36		2333281	72	28	ACCEPT	37	0	3885	C120
J1148876	239619110694	2333282	1732	0	0		2333282	73	28	ACCEPT	1	0	1732	C1
J1148877	239619110700	2333282	1731	0	0		2333282	73	28	ACCEPT	1	0	1731	C1
J1148878	239619110696	2333284	1726	0	0		2333284	75	28	ACCEPT	1	0	1726	C1
J1148879	239619110671	2333286	104	0	0		2333286	77	28	ACCEPT	1	0	104	C1
J1148880	239619113716	2333286	25	0	0		2333286	77	28	SMALL	1	0	25	C1
J1148881	239619110692	2333288	1725	0	0		2333288	79	28	ACCEPT	1	0	1725	C1
J1148882	239619121693	2333300	76	0	5		2333300	91	28	ACCEPT	6	0	456	C30
J1148883	239619110698	2333312	1701	0	0		2333312	103	28	ACCEPT	1	0	1701	C1
J1148884	239619110702	2333312	1702	0	0		2333312	103	28	ACCEPT	1	0	1702	C1
J1148885	239619135111	2333313	8	0	0		2333313	104	28	SMALL	1	0	8	C1
J1148886	239619113713	2333319	27	0	0		2333319	110	28	SMALL	1	0	27	C1
J1148887	239619135478	2333320	50	0	0		2333320	111	28	SMALL	1	0	50	C1
J1148888	239619110148	2333320	185	0	0		2333320	111	28	ACCEPT	1	0	185	C1
J1148889	239619135333	2333321	216	0	0		2333321	112	28	ACCEPT	1	0	216	C1
J1148890	239619135328	2333321	50	0	0		2333321	112	28	SMALL	1	0	50	C1
J1148891	239619135497	2333324	1753	0	0		2333324	115	28	ACCEPT	1	0	1753	C1
J1148892	239619135493	2333325	1751	0	0		2333325	116	28	ACCEPT	1	0	1751	C1
J1148893	239619135501	2333326	1752	0	0		2333326	117	28	ACCEPT	1	0	1752	C1
J1148894	239619135495	2333326	1752	0	0		2333326	117	28	ACCEPT	1	0	1752	C1
J1148895	239619135499	2333327	1753	0	0		2333327	118	28	ACCEPT	1	0	1753	C1
J1148896	239619135503	2333330	1749	0	0		2333330	121	28	ACCEPT	1	0	1749	C1
J1148897	239619143810	2333344	6	0	0		2333344	135	28	SMALL	1	0	6	C1
J1148898	239619145097	2333348	6	0	0		2333348	139	28	SMALL	1	0	6	C1
J1148899	239619154184	2333371	235	0	226		2333371	162	28	ACCEPT	227	0	53345	C5000
J1148900	239619153110	2333374	6	0	0		2333374	165	28	SMALL	1	0	6	C1
J1148901	239619156042	2333376	4	0	1		2333376	167	28	SMALL	2	0	8	C30
J1148902	239619150404	2333378	152	0	0		2333378	169	28	ACCEPT	1	0	152	C1
J1148903	239619153103	2333378	2238	0	2		2333378	169	28	ACCEPT	3	0	6714	C30
J1148904	239619140793	2333378	2238	0	2		2333378	169	28	ACCEPT	3	0	6714	C30
J1148905	239619140798	2333379	2241	0	2		2333379	170	28	ACCEPT	3	0	6723	C30
J1148906	239619153107	2333380	116	0	0		2333380	171	28	ACCEPT	1	0	116	C1
J1148907	239619156384	2333383	129	0	0		2333383	174	28	ACCEPT	1	0	129	C1
J1148908	239619161375	2333388	106	0	53		2333388	179	28	ACCEPT	54	0	5724	C120
J1148909	239619160321	2333390	900	0	0		2333390	181	28	ACCEPT	1	0	900	C1
